,O3,NO,NO2,NOX,SO2,CO,PM10
468,0.017,0.006,0.026,0.033,0.004,0.881,52.3
469,0.027,0.004,0.025,0.03,0.004,0.963,42.4
470,0.034,0.002,0.021,0.023,0.003,0.768,40.4
471,0.045,0.002,0.028,0.03,0.003,0.938,37.2
472,0.05,0.002,0.025,0.027,0.003,0.965,42
473,0.025,0.003,0.016,0.019,0.003,0.501,33.9
474,0.02,0.004,0.017,0.021,0.003,0.59,29.6
475,0.008,0.022,0.033,0.055,0.003,1.59,32.3
476,0.001,0.083,0.049,0.134,0.005,3.427,58
477,0.001,0.064,0.047,0.113,0.004,2.747,79
478,0.003,0.015,0.036,0.051,0.003,1.152,58.6
479,0.004,0.008,0.031,0.039,0.003,0.974,34.2
480,0.005,0.006,0.029,0.035,0.003,0.798,27.4
481,0.002,0.012,0.034,0.047,0.003,1.073,27.6
482,0.002,0.007,0.031,0.039,0.003,0.857,29.6
483,0.002,0.005,0.027,0.032,0.003,0.802,22.6
484,0.002,0.004,0.023,0.028,0.003,0.772,17
485,0.003,0.002,0.021,0.023,0.003,0.574,19.1
486,0.002,0.014,0.024,0.038,0.003,1.138,23.7
487,0.001,0.076,0.023,0.101,0.005,2.107,32.9
488,0.001,0.152,0.023,0.177,0.006,3.105,56.7
489,0.001,0.176,0.029,0.207,0.007,3.68,68
490,0.002,0.101,0.043,0.146,0.006,2.664,68.5
491,0.006,0.019,0.031,0.051,0.004,1.09,52
492,0.014,0.003,0.015,0.019,0.003,0.565,34.6
493,0.02,0.002,0.013,0.016,0.003,0.559,25.3
494,0.023,0.003,0.015,0.018,0.003,0.709,22.7
495,0.025,0.004,0.016,0.02,0.003,0.881,28.3
496,0.028,0.003,0.016,0.019,0.003,0.736,34.4
497,0.027,0.003,0.017,0.02,0.003,0.748,26.6
498,0.014,0.006,0.03,0.037,0.003,0.91,30.4
499,0.004,0.037,0.048,0.087,0.004,1.97,43.2
500,0.002,0.048,0.065,0.115,0.006,2.816,71.9
501,0.002,0.182,0.068,0.252,0.01,5.974,85.3
502,0.002,0.196,0.064,0.262,0.009,4.933,114.9
503,0.002,0.126,0.049,0.177,0.006,3.255,114.3
504,0.003,0.013,0.032,0.046,0.003,0.9,58.8
505,0.003,0.004,0.029,0.034,0.003,0.52,33.8
506,0.006,0.004,0.022,0.022,0.002,0.355,28
507,0.006,0.002,0.018,0.018,0.002,0.272,29.5
508,0.003,0.01,0.021,0.031,0.003,0.501,23.7
509,0.002,0.018,0.022,0.041,0.003,0.638,21
510,0.001,0.02,0.022,0.043,0.003,0.958,27.5
511,0.002,0.035,0.027,0.063,0.003,1.097,34.4
512,0.001,0.102,0.03,0.134,0.004,2.559,47.8
513,0.002,0.083,0.03,0.115,0.004,1.946,66.9
514,0.004,0.024,0.024,0.048,0.003,0.801,51.6
515,0.009,0.008,0.019,0.028,0.002,0.487,39.1
516,0.015,0.005,0.016,0.022,0.003,0.433,33.8
517,0.02,0.003,0.016,0.02,0.003,0.396,33.3
518,0.026,0.003,0.017,0.02,0.003,0.399,28.9
519,0.033,0.003,0.022,0.025,0.003,0.769,38.6
520,0.04,0.003,0.029,0.033,0.004,0.788,47.4
521,0.047,0.001,0.028,0.029,0.004,0.659,57.1
522,0.043,0.004,0.032,0.035,0.004,0.904,57.5
523,0.023,0.005,0.053,0.059,0.003,1.267,58.2
524,0.002,0.096,0.062,0.16,0.003,3.114,83.8
525,0.002,0.131,0.055,0.188,0.005,3.542,99.3
526,0.001,0.092,0.056,0.15,0.005,2.8,95.9
527,0.002,0.139,0.053,0.194,0.006,3.234,68.2
528,0.002,0.181,0.052,0.235,0.007,3.826,76.4
529,0.002,0.16,0.048,0.21,0.007,3.373,87.4
530,0.001,0.124,0.042,0.168,0.006,2.738,79.4
531,0.001,0.107,0.043,0.152,0.006,2.635,73.1
532,0.001,0.071,0.039,0.112,0.005,2.094,69.2
533,0.001,0.057,0.038,0.097,0.004,1.837,51.2
534,0.001,0.044,0.034,0.079,0.004,1.745,47.6
535,0.001,0.071,0.03,0.102,0.004,2.207,45.2
536,0.002,0.21,0.028,0.24,0.007,4.563,63.2
537,0.002,0.22,0.04,0.263,0.008,4.663,100.5
538,0.003,0.095,0.057,0.154,0.007,3.011,103
539,0.008,0.018,0.044,0.062,0.004,1.42,77.1
540,0.018,0.007,0.036,0.044,0.004,1.182,60.6
541,0.029,0.005,0.038,0.044,0.004,1.187,45.9
542,0.051,0.006,0.036,0.043,0.005,1.098,39.2
543,0.04,0.004,0.013,0.017,0.003,0.45,26.4
544,0.029,0.005,0.012,0.017,0.003,0.45,19.6
545,0.028,0.006,0.011,0.018,0.003,0.5,16.6
546,0.028,0.006,0.014,0.021,0.003,0.523,16.5
547,0.015,0.019,0.028,0.048,0.003,1.366,28.3
548,0.004,0.034,0.036,0.071,0.004,1.568,45.6
549,0.008,0.016,0.028,0.045,0.003,1.119,46.3
550,0.007,0.015,0.027,0.042,0.002,0.867,18
551,0.004,0.02,0.029,0.05,0.003,0.93,21.8
552,0.011,0.007,0.022,0.03,0.003,0.579,13.1
553,0.01,0.004,0.02,0.025,0.003,0.279,10.9
554,0.021,0.013,0.01,0.01,0.002,0.089,11
555,0.023,0.012,0.007,0.006,0.002,0.956,11.2
556,0.015,0.01,0.011,0.012,0.002,0.156,15.6
557,0.01,0.002,0.016,0.018,0.002,0.18,12.4
558,0.004,0.009,0.018,0.027,0.002,0.616,21.5
559,0.001,0.048,0.021,0.07,0.003,1.133,31.1
560,0.001,0.107,0.022,0.131,0.004,2.34,55.5
561,0.002,0.114,0.024,0.141,0.005,2.588,81.6
562,0.012,0.025,0.018,0.043,0.003,0.626,61.3
563,0.022,0.011,0.018,0.029,0.003,0.516,39.9
564,0.035,0.004,0.015,0.02,0.003,0.416,30.1
565,0.046,0.004,0.015,0.02,0.003,0.41,29.9
566,0.056,0.009,0.015,0.018,0.004,0.466,28.2
567,0.057,0.008,0.016,0.018,0.004,0.419,31.5
568,0.062,0.003,0.016,0.018,0.004,0.435,32.5
569,0.071,0.01,0.019,0.02,0.004,0.616,39.3
570,0.07,0.024,0.024,0.026,0.004,0.665,46
571,0.041,0.008,0.051,0.059,0.004,1.294,59.8
572,0.004,0.063,0.07,0.135,0.005,3.819,94.3
573,0.003,0.047,0.06,0.109,0.004,2.733,93.7
574,0.003,0.038,0.059,0.098,0.004,1.976,79
575,0.006,0.023,0.045,0.069,0.003,1.341,70.6
576,0.004,0.027,0.039,0.068,0.003,1.384,48.4
577,0.008,0.01,0.03,0.041,0.003,0.868,38.1
578,0.003,0.011,0.031,0.044,0.003,1.025,35.5
579,0.001,0.017,0.029,0.047,0.003,0.871,27.1
580,0.001,0.038,0.027,0.066,0.003,1.161,22.9
581,0.001,0.024,0.025,0.05,0.003,0.954,26.9
582,0.001,0.045,0.023,0.07,0.003,1.171,31.9
583,0.001,0.058,0.025,0.084,0.003,1.422,32.5
584,0.001,0.123,0.023,0.147,0.004,2.315,49.9
585,0.002,0.123,0.029,0.154,0.004,2.622,58
586,0.011,0.038,0.034,0.074,0.004,1.706,63.1
587,0.027,0.014,0.031,0.046,0.003,1.138,53.2
588,0.045,0.008,0.029,0.038,0.003,1.215,54.4
589,0.063,0.002,0.022,0.025,0.004,0.958,45.8
590,0.073,0.005,0.022,0.026,0.004,1.13,40.3
591,0.081,0.004,0.018,0.019,0.003,0.811,43.5
592,0.09,0.02,0.019,0.019,0.003,0.876,37.6
593,0.07,0.006,0.023,0.027,0.003,0.828,33.3
594,0.054,0.005,0.019,0.021,0.002,0.669,35.6
595,0.027,0.012,0.031,0.041,0.002,1.117,34.6
596,0.016,0.01,0.036,0.047,0.002,1.307,41.8
597,0.015,0.013,0.035,0.049,0.002,1.288,35.3
598,0.013,0.01,0.03,0.04,0.002,0.972,27.4
599,0.018,0.007,0.024,0.03,0.002,0.826,30.9
600,0.01,0.017,0.029,0.047,0.002,1.285,26.1
601,0.004,0.039,0.03,0.07,0.003,1.486,21.8
602,0.004,0.021,0.03,0.052,0.002,1.049,26.4
603,0.005,0.009,0.027,0.036,0.002,0.713,25.4
604,0.002,0.022,0.027,0.05,0.002,1.089,25.8
605,0.001,0.03,0.024,0.055,0.002,1.026,28.8
606,0.001,0.054,0.021,0.076,0.003,1.54,28.1
607,0.001,0.067,0.02,0.089,0.003,1.59,33.3
608,0.001,0.078,0.022,0.101,0.003,2.009,39.2
609,0.003,0.093,0.027,0.122,0.004,2.396,43.7
610,0.013,0.035,0.033,0.069,0.003,1.448,53.4
611,0.03,0.008,0.026,0.035,0.003,0.871,53.8
612,0.046,0.003,0.021,0.025,0.003,0.769,40.4
613,0.067,0.002,0.019,0.021,0.003,0.677,35
614,0.062,0.001,0.014,0.016,0.003,0.499,32.6
615,0.054,0.001,0.011,0.012,0.003,0.393,23.3
616,0.052,0.005,0.01,0.012,0.003,0.304,20.1
617,0.051,0.009,0.01,0.012,0.003,0.34,26
618,0.049,0.015,0.012,0.012,0.003,0.332,29.3
619,0.038,0.006,0.018,0.02,0.003,0.487,24.4
620,0.014,0.012,0.036,0.05,0.003,1.207,34.7
621,0.011,0.017,0.038,0.056,0.003,1.164,47.4
622,0.023,0.003,0.025,0.029,0.002,0.622,37.2
623,0.023,0.003,0.022,0.025,0.002,0.563,28.8
624,0.026,0.013,0.018,0.019,0.002,0.452,26.1
625,0.023,0.011,0.018,0.018,0.003,0.559,21.1
626,0.02,0.001,0.017,0.017,0.002,0.613,25.7
627,0.009,0.012,0.022,0.024,0.002,0.662,19.3
628,0.006,0.006,0.021,0.028,0.002,0.672,19.5
629,0.008,0.001,0.018,0.02,0.002,0.519,21.3
630,0.005,0.012,0.022,0.034,0.003,1.015,25.1
631,0.001,0.055,0.023,0.079,0.003,1.606,36.6
632,0.001,0.146,0.022,0.17,0.005,3.274,50
633,0.002,0.186,0.03,0.218,0.006,4.288,72.9
634,0.008,0.081,0.043,0.125,0.005,2.58,98.2
635,0.022,0.028,0.044,0.073,0.005,1.753,83.8
636,0.042,0.012,0.046,0.059,0.004,1.592,72.5
637,0.064,0.006,0.051,0.058,0.004,1.594,69.9
638,0.072,0.003,0.038,0.042,0.004,1.199,62.6
639,0.054,0.004,0.015,0.019,0.004,0.588,34.5
640,0.055,0.004,0.012,0.014,0.004,0.514,26
641,0.052,0.002,0.013,0.016,0.004,0.514,25
642,0.049,0.003,0.016,0.019,0.003,0.663,26.6
643,0.033,0.005,0.027,0.031,0.004,0.942,37.8
644,0.006,0.03,0.042,0.073,0.004,1.966,49.7
645,0.006,0.026,0.034,0.061,0.003,1.478,57.9
646,0.006,0.022,0.032,0.054,0.003,1.158,47.5
647,0.002,0.024,0.032,0.058,0.003,1.096,37.3
648,0.01,0.009,0.021,0.031,0.002,0.653,26.7
649,0.013,0.005,0.016,0.017,0.002,0.512,13.3
650,0.011,0.002,0.016,0.019,0.002,0.506,13.2
651,0.008,0.003,0.016,0.016,0.002,0.551,15.9
652,0.01,0.003,0.014,0.016,0.002,0.444,11.1
653,0.012,0.003,0.012,0.013,0.002,0.365,14.2
654,0.005,0.015,0.018,0.034,0.002,0.939,16.2
655,0.002,0.08,0.022,0.103,0.004,2.002,29.9
656,0.001,0.153,0.022,0.178,0.005,3.426,66.8
657,0.003,0.224,0.03,0.256,0.007,5.039,85.6
658,0.005,0.153,0.052,0.208,0.008,3.896,108.1
659,0.018,0.044,0.045,0.09,0.006,1.687,98.3
664,0.04,0.009,0.006,0.016,0.003,0.377,24.3
665,0.025,0.012,0.01,0.022,0.003,0.663,14.7
666,0.024,0.009,0.011,0.021,0.003,0.7,21.4
667,0.019,0.008,0.017,0.026,0.003,0.698,32.2
668,0.011,0.015,0.021,0.037,0.002,0.907,37.4
669,0.009,0.013,0.022,0.036,0.002,0.889,34.1
670,0.009,0.015,0.024,0.04,0.003,0.927,27.5
671,0.005,0.014,0.026,0.04,0.003,0.878,25.8
672,0.007,0.02,0.028,0.049,0.003,0.936,26.1
673,0.004,0.015,0.025,0.04,0.002,0.632,25.3
674,0.011,0.003,0.014,0.017,0.002,0.362,18.7
675,0.011,0.003,0.013,0.015,0.002,0.279,16.8
676,0.015,0.005,0.01,0.011,0.002,0.237,16.1
677,0.008,0.004,0.019,0.024,0.002,0.43,13.7
678,0.004,0.028,0.02,0.049,0.002,1.582,19.8
679,0.002,0.113,0.022,0.136,0.004,1.919,33.5
680,0.002,0.209,0.024,0.235,0.005,3.624,66.1
681,0.002,0.135,0.025,0.162,0.005,2.981,87
682,0.012,0.023,0.016,0.04,0.002,0.872,66.3
683,0.025,0.008,0.01,0.019,0.002,0.494,48.8
684,0.036,0.006,0.009,0.015,0.002,0.493,33.1
685,0.047,0.007,0.014,0.022,0.002,0.553,28
686,0.058,0.007,0.019,0.026,0.003,0.647,34.6
687,0.047,0.007,0.011,0.019,0.002,0.45,27.6
688,0.038,0.005,0.005,0.011,0.002,0.343,22.5
689,0.036,0.006,0.009,0.012,0.002,0.516,21
690,0.031,0.006,0.007,0.014,0.002,0.485,23.1
691,0.022,0.01,0.015,0.026,0.002,0.734,19.7
692,0.011,0.021,0.027,0.049,0.002,1.106,25.1
693,0.007,0.024,0.026,0.051,0.003,0.924,33.6
694,0.008,0.016,0.022,0.039,0.002,0.768,25.4
695,0.01,0.01,0.02,0.03,0.002,0.581,21.7
696,0.004,0.014,0.024,0.039,0.002,0.815,18.9
697,0.002,0.033,0.025,0.059,0.002,1.071,17.4
698,0.002,0.02,0.023,0.043,0.002,0.787,20.6
699,0.003,0.005,0.02,0.025,0.001,0.519,17.4
700,0.004,0.005,0.018,0.023,0.001,0.476,14.8
701,0.003,0.014,0.02,0.035,0.001,0.617,15.1
702,0.002,0.046,0.018,0.065,0.002,1.005,20.9
703,0.004,0.129,0.02,0.151,0.003,2.321,31.4
704,0.003,0.232,0.021,0.255,0.005,3.86,56
705,0.003,0.225,0.033,0.259,0.005,4.08,78.7
706,0.007,0.081,0.039,0.122,0.003,2.12,82.8
707,0.021,0.024,0.025,0.05,0.002,0.996,67.2
708,0.032,0.012,0.015,0.027,0.002,0.743,39.3
709,0.041,0.006,0.011,0.018,0.001,0.476,26.1
710,0.062,0.006,0.017,0.023,0.002,0.542,18.8
711,0.081,0.004,0.021,0.026,0.002,0.746,27.8
712,0.089,0.007,0.026,0.033,0.002,0.84,35.4
713,0.084,0.006,0.021,0.026,0.002,0.707,39
714,0.056,0.004,0.017,0.021,0.002,0.625,40.7
715,0.026,0.015,0.029,0.045,0.001,0.996,43.1
716,0.004,0.053,0.042,0.096,0.002,1.651,45.8
717,0.002,0.112,0.04,0.154,0.003,2.434,56.5
718,0.002,0.14,0.04,0.182,0.004,2.82,66.5
719,0.003,0.051,0.034,0.086,0.002,1.44,59.6
720,0.001,0.046,0.034,0.081,0.002,1.353,36.5
721,0.002,0.055,0.029,0.085,0.002,1.467,27.8
722,0.002,0.035,0.027,0.063,0.002,1.04,28.9
723,0.018,0.006,0.01,0.013,0.001,0.328,13.4
724,0.022,0.001,0.006,0.007,0.001,0.298,15.3
725,0.014,0.005,0.012,0.017,0.001,0.42,13
726,0.005,0.022,0.02,0.043,0.002,1.043,17.1
727,0.002,0.078,0.022,0.102,0.003,1.426,28.3
728,0.002,0.198,0.026,0.225,0.005,3.478,53.4
729,0.003,0.168,0.034,0.204,0.006,3.311,60.6
730,0.008,0.073,0.043,0.118,0.005,2.128,66.2
731,0.022,0.025,0.03,0.056,0.004,1.093,69.6
732,0.036,0.013,0.022,0.035,0.003,0.731,40.3
733,0.051,0.008,0.022,0.03,0.003,0.754,29.3
734,0.067,0.009,0.034,0.044,0.003,1.004,35.7
735,0.071,0.007,0.028,0.035,0.003,0.776,43
736,0.042,0.007,0.011,0.018,0.002,0.44,42.3
737,0.032,0.01,0.01,0.021,0.002,0.504,34.5
738,0.031,0.007,0.01,0.017,0.002,0.45,26.5
739,0.025,0.009,0.022,0.031,0.003,0.656,34.5
740,0.009,0.019,0.031,0.05,0.003,1.029,43.4
741,0.005,0.031,0.029,0.061,0.003,1.214,52.9
742,0.005,0.025,0.028,0.054,0.003,1.026,41.1
743,0.007,0.018,0.025,0.044,0.002,0.852,30
744,0.004,0.021,0.028,0.05,0.002,0.949,23.5
745,0.002,0.042,0.029,0.073,0.002,1.62,29.2
746,0.002,0.075,0.027,0.103,0.003,1.908,30.5
747,0.001,0.061,0.026,0.088,0.003,1.329,24.5
748,0.001,0.049,0.024,0.074,0.002,1.079,21.5
749,0.001,0.044,0.023,0.068,0.002,0.914,18.7
750,0.001,0.049,0.024,0.075,0.002,1.166,19.6
751,0.001,0.118,0.026,0.146,0.003,1.999,34.2
752,0.002,0.158,0.023,0.184,0.004,2.546,48.2
753,0.002,0.184,0.033,0.219,0.005,3.232,61.9
754,0.004,0.129,0.05,0.181,0.006,2.539,72.8
755,0.014,0.059,0.057,0.117,0.005,2.318,85.6
756,0.033,0.024,0.052,0.077,0.003,1.494,72.6
757,0.04,0.013,0.039,0.054,0.003,1.41,66.2
758,0.041,0.009,0.021,0.031,0.002,0.963,60.9
759,0.039,0.008,0.01,0.018,0.002,0.657,28
760,0.035,0.009,0.011,0.02,0.001,0.536,25.3
761,0.034,0.007,0.01,0.018,0.002,0.534,20.5
762,0.027,0.011,0.018,0.03,0.002,0.791,23.8
763,0.012,0.022,0.031,0.054,0.002,1.208,31.2
764,0.003,0.071,0.04,0.113,0.003,2.129,46.2
765,0.002,0.063,0.038,0.103,0.003,1.773,55.4
766,0.003,0.039,0.037,0.077,0.002,1.436,42.7
767,0.002,0.116,0.037,0.155,0.004,2.533,38.8
768,0.002,0.102,0.033,0.137,0.004,2.365,39.2
769,0.007,0.021,0.024,0.046,0.002,0.994,35.3
770,0.004,0.037,0.027,0.064,0.002,1.462,26.1
771,0.002,0.065,0.026,0.093,0.003,1.535,31.4
772,0.002,0.057,0.024,0.083,0.002,1.33,28.3
773,0.001,0.049,0.023,0.073,0.002,1.091,25.4
774,0.001,0.044,0.023,0.069,0.002,1.059,23.9
775,0.001,0.076,0.024,0.101,0.003,1.47,32
776,0.001,0.107,0.022,0.131,0.003,1.849,39.1
777,0.003,0.107,0.031,0.14,0.004,2.362,42.1
778,0.01,0.074,0.053,0.129,0.004,2.314,55.6
779,0.028,0.03,0.051,0.082,0.003,1.667,67.9
780,0.047,0.02,0.044,0.066,0.002,1.275,61.3
781,0.062,0.01,0.038,0.049,0.003,0.989,47.7
782,0.066,0.005,0.018,0.024,0.002,0.562,37.2
783,0.051,0.006,0.01,0.017,0.002,0.335,22.2
784,0.039,0.005,0.007,0.012,0.001,0.307,15.1
785,0.037,0.006,0.007,0.014,0.001,0.393,15
786,0.036,0.005,0.007,0.013,0.001,0.352,18.2
787,0.024,0.016,0.02,0.038,0.002,0.864,21.4
788,0.008,0.023,0.037,0.061,0.002,1.165,35.9
789,0.003,0.034,0.035,0.07,0.002,1.483,48.4
790,0.005,0.018,0.027,0.046,0.002,0.951,45.4
791,0.002,0.049,0.03,0.08,0.002,1.53,33.3
792,0.001,0.041,0.029,0.071,0.002,1.192,28
793,0.008,0.009,0.019,0.029,0.002,0.562,33
794,0.006,0.007,0.02,0.027,0.002,0.582,20.7
795,0.007,0.003,0.016,0.019,0.002,0.449,13.8
796,0.005,0.003,0.017,0.021,0.002,0.424,13.7
797,0.002,0.011,0.017,0.029,0.002,0.585,15.2
798,0.002,0.016,0.018,0.035,0.002,0.734,15.5
799,0.001,0.061,0.021,0.083,0.002,1.161,21
800,0.001,0.118,0.024,0.143,0.004,2.068,41.6
801,0.003,0.071,0.029,0.101,0.004,1.711,62.8
802,0.008,0.058,0.037,0.097,0.004,1.522,58.5
803,0.022,0.024,0.033,0.058,0.003,1.129,50.2
804,0.039,0.012,0.026,0.039,0.003,0.805,50.9
805,0.06,0.008,0.03,0.038,0.003,0.813,45.7
806,0.076,0.006,0.028,0.035,0.003,0.799,46.8
807,0.072,0.003,0.014,0.018,0.003,0.417,40.2
808,0.053,0.004,0.009,0.014,0.002,0.321,30.7
809,0.04,0.004,0.006,0.01,0.002,0.239,23.7
810,0.035,0.004,0.006,0.011,0.002,0.313,22.4
811,0.02,0.012,0.018,0.031,0.002,0.769,19.4
812,0.008,0.022,0.029,0.052,0.003,1.087,24.9
813,0.013,0.011,0.02,0.032,0.002,0.647,25.9
814,0.006,0.016,0.026,0.043,0.003,0.89,23.6
815,0.013,0.005,0.016,0.022,0.002,0.477,29.2
816,0.023,0.003,0.009,0.012,0.002,0.318,22.7
817,0.021,0.003,0.008,0.011,0.002,0.373,8.2
818,0.024,0.001,0.005,0.006,0.001,0.24,10.5
819,0.02,0.004,0.006,0.007,0.001,0.211,6.7
820,0.014,0.007,0.009,0.011,0.002,0.26,10.8
821,0.012,0.001,0.011,0.013,0.002,0.309,7.9
822,0.004,0.025,0.02,0.047,0.002,1.091,16.8
823,0.001,0.099,0.022,0.123,0.004,1.971,33.7
824,0.001,0.191,0.024,0.216,0.005,4.026,55.9
825,0.002,0.268,0.039,0.31,0.007,5.292,89.7
826,0.01,0.053,0.032,0.087,0.004,1.622,95.9
827,0.026,0.012,0.017,0.03,0.003,0.648,58.9
828,0.042,0.011,0.023,0.034,0.003,0.791,42.5
829,0.059,0.012,0.039,0.052,0.003,1.066,48
830,0.056,0.01,0.022,0.033,0.002,0.715,43.8
831,0.042,0.006,0.009,0.016,0.002,0.333,27.4
832,0.029,0.01,0.007,0.017,0.002,0.386,18.6
833,0.028,0.01,0.008,0.018,0.002,0.432,16.9
834,0.031,0.012,0.01,0.02,0.002,0.468,24.4
835,0.019,0.016,0.023,0.039,0.002,0.915,27.7
836,0.004,0.048,0.036,0.086,0.003,1.882,42
837,0.002,0.033,0.029,0.063,0.003,1.216,54.2
838,0.005,0.017,0.024,0.042,0.002,0.886,45.8
839,0.005,0.019,0.025,0.045,0.003,0.79,29.2
840,0.006,0.017,0.022,0.04,0.003,0.729,26.9
841,0.005,0.007,0.021,0.029,0.002,0.566,20.8
842,0.007,0.005,0.018,0.023,0.002,0.465,18.8
843,0.015,0.001,0.01,0.012,0.001,0.295,23.4
844,0.009,0.001,0.012,0.014,0.001,0.312,16.4
845,0.007,0.003,0.013,0.017,0.001,0.293,14.1
846,0.004,0.016,0.017,0.033,0.002,0.664,19.4
847,0.001,0.077,0.022,0.101,0.003,1.536,25.3
848,0.002,0.208,0.025,0.236,0.005,3.946,52.2
849,0.002,0.223,0.035,0.261,0.006,4.213,107.1
850,0.008,0.082,0.04,0.124,0.004,2.15,111.6
851,0.021,0.024,0.029,0.054,0.003,0.936,71.9
852,0.034,0.011,0.02,0.032,0.002,0.548,39.6
853,0.056,0.008,0.028,0.037,0.003,0.783,32.8
854,0.08,0.006,0.038,0.045,0.003,0.947,47.7
855,0.076,0.004,0.024,0.029,0.003,0.642,48.1
856,0.073,0.004,0.018,0.023,0.003,0.593,42.6
857,0.049,0.007,0.013,0.021,0.002,0.432,33.2
858,0.029,0.01,0.012,0.023,0.002,0.441,27
859,0.014,0.016,0.02,0.037,0.002,0.891,30.6
860,0.003,0.039,0.03,0.07,0.003,1.355,38.5
861,0.004,0.032,0.029,0.062,0.002,1.139,44.9
862,0.002,0.032,0.028,0.061,0.002,0.956,40.2
863,0.003,0.022,0.023,0.046,0.002,0.777,37.5
864,0.003,0.006,0.018,0.025,0.002,0.529,26.5
865,0.002,0.009,0.018,0.028,0.002,0.526,23.9
866,0.01,0.004,0.012,0.017,0.002,0.398,22.5
867,0.006,0.008,0.017,0.025,0.002,0.433,17.5
868,0.006,0.005,0.015,0.02,0.002,0.369,13.5
869,0.004,0.011,0.018,0.03,0.002,0.563,14.1
870,0.002,0.035,0.019,0.055,0.002,1.027,20.3
871,0.001,0.079,0.02,0.1,0.003,1.455,17.3
872,0.002,0.206,0.024,0.233,0.005,3.855,43.2
873,0.002,0.22,0.033,0.255,0.006,4.004,97.1
874,0.01,0.044,0.023,0.068,0.003,1.14,99
875,0.025,0.011,0.016,0.028,0.002,0.569,52.5
876,0.039,0.006,0.013,0.02,0.002,0.452,35.2
877,0.053,0.006,0.014,0.021,0.002,0.496,23.4
878,0.056,0.006,0.024,0.03,0.002,0.756,23.5
879,0.055,0.006,0.023,0.029,0.002,0.984,35.1
880,0.032,0.006,0.009,0.015,0.001,0.398,33.8
881,0.025,0.008,0.009,0.018,0.001,0.533,22.8
882,0.021,0.009,0.01,0.02,0.001,0.469,24.5
883,0.015,0.014,0.02,0.035,0.002,0.89,24.5
884,0.003,0.057,0.039,0.097,0.003,1.767,37.8
885,0.004,0.033,0.035,0.069,0.002,1.303,48.6
886,0.008,0.01,0.024,0.035,0.002,0.721,37.8
887,0.007,0.009,0.019,0.029,0.002,0.655,31.6
888,0.01,0.005,0.012,0.018,0.001,0.351,25.3
889,0.007,0.002,0.016,0.018,0.002,0.369,17
890,0.008,0.001,0.012,0.013,0.002,0.256,23.3
891,0.009,0.003,0.009,0.01,0.002,0.272,19.1
892,0.006,0.012,0.014,0.018,0.002,0.383,19.1
893,0.002,0.011,0.019,0.031,0.002,0.547,15.2
894,0.002,0.017,0.021,0.039,0.002,1.041,23.7
895,0.001,0.066,0.025,0.092,0.003,1.365,25.5
896,0.001,0.178,0.026,0.206,0.004,3.695,54.9
897,0.002,0.165,0.034,0.201,0.005,3.231,81.2
898,0.005,0.064,0.039,0.105,0.005,1.666,83
899,0.015,0.018,0.026,0.045,0.004,0.771,71.3
900,0.03,0.008,0.021,0.03,0.003,0.606,34.8
901,0.042,0.006,0.022,0.029,0.002,0.552,40.9
902,0.035,0.004,0.008,0.012,0.002,0.354,35.2
903,0.03,0.005,0.008,0.014,0.002,0.257,29.5
904,0.029,0.006,0.008,0.015,0.002,0.294,22.5
905,0.032,0.005,0.009,0.014,0.002,0.274,24.1
906,0.028,0.005,0.011,0.017,0.002,0.352,30.6
907,0.019,0.006,0.017,0.024,0.002,0.449,35.7
908,0.011,0.009,0.022,0.031,0.002,0.635,42.2
909,0.007,0.009,0.023,0.033,0.002,0.628,40.6
910,0.004,0.014,0.027,0.042,0.002,0.791,40.3
911,0.004,0.016,0.026,0.043,0.002,0.812,38.8
912,0.006,0.01,0.022,0.032,0.002,0.678,24.7
913,0.002,0.018,0.028,0.046,0.002,0.895,10.3
914,0.003,0.012,0.025,0.037,0.002,0.577,16.5
915,0.002,0.028,0.025,0.054,0.002,0.911,22.4
916,0.001,0.041,0.022,0.064,0.002,0.981,23.7
917,0.003,0.019,0.02,0.039,0.002,0.63,20.7
918,0.002,0.039,0.024,0.064,0.003,1.599,23.6
919,0.001,0.097,0.025,0.123,0.003,1.816,37.7
920,0.001,0.094,0.025,0.12,0.003,2.035,56.2
921,0.002,0.099,0.029,0.13,0.004,2.29,62.6
922,0.007,0.034,0.025,0.06,0.004,1.262,54.1
923,0.014,0.016,0.02,0.036,0.003,0.884,57.6
924,0.021,0.009,0.014,0.024,0.003,0.618,53.2
925,0.033,0.007,0.015,0.023,0.002,0.646,33.1
926,0.039,0.005,0.015,0.021,0.002,0.519,42.4
927,0.027,0.008,0.01,0.018,0.002,0.476,30.7
928,0.027,0.006,0.009,0.016,0.002,0.407,18.8
929,0.029,0.004,0.008,0.013,0.002,0.355,25.4
930,0.025,0.005,0.01,0.016,0.002,0.396,29.8
931,0.02,0.01,0.02,0.031,0.002,0.65,27.3
932,0.004,0.034,0.037,0.072,0.002,1.421,36.1
933,0.002,0.045,0.034,0.081,0.003,1.673,45.4
934,0.002,0.03,0.031,0.062,0.003,1.251,43.3
935,0.002,0.025,0.029,0.055,0.002,1.08,42.4
936,0.002,0.107,0.029,0.138,0.004,2.502,37.8
937,0.002,0.146,0.029,0.176,0.004,2.639,45.3
938,0.002,0.111,0.027,0.14,0.004,2.251,38.9
939,0.002,0.07,0.026,0.097,0.003,1.216,37.4
